timestamp,target_host,sequence,rtt,status
2025-06-07 23:22:24.253037000,8.8.8.8,0,22.144,success
2025-06-07 23:22:25.296345000,8.8.8.8,0,23.084,success
2025-06-07 23:22:26.347772000,8.8.8.8,0,26.626,success
2025-06-07 23:22:27.402209000,8.8.8.8,0,23.491,success
2025-06-07 23:22:28.497954000,8.8.8.8,0,71.065,success
2025-06-07 23:22:29.564872000,8.8.8.8,0,33.795,success
2025-06-07 23:22:30.632696000,8.8.8.8,0,30.150,success
2025-06-07 23:22:31.700140000,8.8.8.8,0,31.622,success
2025-06-07 23:22:32.754632000,8.8.8.8,0,25.552,success
2025-06-07 23:22:33.809487000,8.8.8.8,0,25.411,success
2025-06-07 23:22:34.875213000,8.8.8.8,0,25.089,success
2025-06-07 23:22:35.938688000,8.8.8.8,0,32.650,success
2025-06-07 23:22:36.998224000,8.8.8.8,0,27.090,success
2025-06-07 23:22:38.062085000,8.8.8.8,0,30.073,success
2025-06-07 23:22:39.121163000,8.8.8.8,0,24.572,success
2025-06-07 23:22:40.209385000,8.8.8.8,0,50.479,success
2025-06-07 23:22:41.268158000,8.8.8.8,0,25.803,success
2025-06-07 23:22:42.341631000,8.8.8.8,0,35.868,success
2025-06-07 23:22:43.415515000,8.8.8.8,0,36.736,success
2025-06-07 23:22:44.479961000,8.8.8.8,0,26.369,success
2025-06-07 23:22:45.548826000,8.8.8.8,0,33.392,success
2025-06-07 23:22:46.610204000,8.8.8.8,0,26.535,success
2025-06-07 23:22:47.668276000,8.8.8.8,0,22.069,success
2025-06-07 23:22:48.736151000,8.8.8.8,0,29.064,success
2025-06-07 23:22:49.802908000,8.8.8.8,0,33.281,success
2025-06-07 23:22:50.870336000,8.8.8.8,0,33.209,success
2025-06-07 23:22:51.942726000,8.8.8.8,0,36.812,success
2025-06-07 23:22:53.003554000,8.8.8.8,0,27.464,success
2025-06-07 23:22:54.064049000,8.8.8.8,0,23.976,success
2025-06-07 23:22:55.127535000,8.8.8.8,0,28.724,success
2025-06-07 23:22:56.240188000,8.8.8.8,0,75.202,success
2025-06-07 23:22:57.303655000,8.8.8.8,0,25.969,success
2025-06-07 23:22:58.363461000,8.8.8.8,0,27.632,success
2025-06-07 23:22:59.425655000,8.8.8.8,0,25.921,success
2025-06-07 23:23:00.483442000,8.8.8.8,0,26.781,success
2025-06-07 23:23:01.548291000,8.8.8.8,0,31.458,success
2025-06-07 23:23:02.611051000,8.8.8.8,0,28.952,success
2025-06-07 23:23:03.667681000,8.8.8.8,0,24.597,success
2025-06-07 23:23:04.732393000,8.8.8.8,0,28.697,success
2025-06-07 23:23:05.800271000,8.8.8.8,0,27.304,success
2025-06-07 23:23:06.860525000,8.8.8.8,0,26.298,success
2025-06-07 23:23:07.922509000,8.8.8.8,0,27.822,success
2025-06-07 23:23:08.982047000,8.8.8.8,0,30.022,success
2025-06-07 23:23:10.052933000,8.8.8.8,0,40.830,success
2025-06-07 23:23:11.119503000,8.8.8.8,0,27.763,success
2025-06-07 23:23:12.172823000,8.8.8.8,0,26.681,success
2025-06-07 23:23:13.222550000,8.8.8.8,0,25.595,success
2025-06-07 23:23:14.280843000,8.8.8.8,0,29.737,success
2025-06-07 23:23:15.336448000,8.8.8.8,0,22.534,success
2025-06-07 23:23:16.411144000,8.8.8.8,0,47.920,success
2025-06-07 23:23:17.470285000,8.8.8.8,0,25.373,success
2025-06-07 23:23:18.525208000,8.8.8.8,0,24.529,success
2025-06-07 23:23:19.598161000,8.8.8.8,0,33.601,success
2025-06-07 23:23:20.660369000,8.8.8.8,0,27.296,success
2025-06-07 23:23:21.726866000,8.8.8.8,0,28.709,success
2025-06-07 23:23:22.785677000,8.8.8.8,0,24.637,success
2025-06-07 23:23:23.845198000,8.8.8.8,0,22.246,success
2025-06-07 23:23:24.911331000,8.8.8.8,0,27.535,success
2025-06-07 23:23:25.974701000,8.8.8.8,0,24.904,success
2025-06-07 23:23:27.038635000,8.8.8.8,0,26.881,success
2025-06-07 23:23:28.115923000,8.8.8.8,0,36.520,success
2025-06-07 23:23:29.182001000,8.8.8.8,0,29.889,success
2025-06-07 23:23:30.240651000,8.8.8.8,0,25.740,success
2025-06-07 23:23:31.382214000,8.8.8.8,0,30.729,success
2025-06-07 23:23:32.441437000,8.8.8.8,0,23.587,success
2025-06-07 23:23:33.508832000,8.8.8.8,0,32.875,success
2025-06-07 23:23:34.564975000,8.8.8.8,0,25.464,success
2025-06-07 23:23:35.626739000,8.8.8.8,0,30.096,success
2025-06-07 23:23:36.687370000,8.8.8.8,0,22.154,success
2025-06-07 23:23:37.749057000,8.8.8.8,0,26.163,success
2025-06-07 23:23:38.810079000,8.8.8.8,0,27.499,success
2025-06-07 23:23:39.868588000,8.8.8.8,0,28.288,success
2025-06-07 23:23:40.936005000,8.8.8.8,0,30.020,success
2025-06-07 23:23:42.006282000,8.8.8.8,0,27.118,success
2025-06-07 23:23:43.074818000,8.8.8.8,0,30.038,success
2025-06-07 23:23:44.153411000,8.8.8.8,0,42.971,success
2025-06-07 23:23:45.213341000,8.8.8.8,0,27.722,success
2025-06-07 23:23:46.293049000,8.8.8.8,0,35.067,success
2025-06-07 23:23:47.353978000,8.8.8.8,0,24.778,success
2025-06-07 23:23:48.417762000,8.8.8.8,0,26.548,success
2025-06-07 23:23:49.486106000,8.8.8.8,0,32.468,success
2025-06-07 23:23:50.559692000,8.8.8.8,0,43.986,success
2025-06-07 23:23:51.608071000,8.8.8.8,0,27.418,success
2025-06-07 23:23:52.666082000,8.8.8.8,0,27.993,success
2025-06-07 23:23:53.732200000,8.8.8.8,0,26.269,success
2025-06-07 23:23:54.795692000,8.8.8.8,0,24.703,success
2025-06-07 23:23:55.903010000,8.8.8.8,0,67.347,success
2025-06-07 23:23:56.965953000,8.8.8.8,0,27.962,success
2025-06-07 23:23:58.040064000,8.8.8.8,0,36.467,success
2025-06-07 23:23:59.101215000,8.8.8.8,0,26.130,success
2025-06-07 23:24:00.164223000,8.8.8.8,0,27.534,success
2025-06-07 23:24:01.237086000,8.8.8.8,0,33.344,success
2025-06-07 23:24:02.314475000,8.8.8.8,0,40.623,success
2025-06-07 23:24:03.379320000,8.8.8.8,0,24.115,success
2025-06-07 23:24:04.563443000,8.8.8.8,0,144.763,success
2025-06-07 23:24:05.622683000,8.8.8.8,0,23.200,success
2025-06-07 23:24:06.686537000,8.8.8.8,0,31.308,success
2025-06-07 23:24:07.748706000,8.8.8.8,0,21.881,success
2025-06-07 23:24:08.848252000,8.8.8.8,0,61.169,success
2025-06-07 23:24:09.922142000,8.8.8.8,0,35.752,success
2025-06-07 23:24:10.989976000,8.8.8.8,0,24.049,success
2025-06-07 23:24:12.046039000,8.8.8.8,0,21.804,success
2025-06-07 23:24:13.099277000,8.8.8.8,0,23.798,success
2025-06-07 23:24:14.152125000,8.8.8.8,0,33.363,success
2025-06-07 23:24:15.200799000,8.8.8.8,0,23.007,success
2025-06-07 23:24:16.271519000,8.8.8.8,0,33.732,success
2025-06-07 23:24:17.330633000,8.8.8.8,0,25.584,success
2025-06-07 23:24:18.389528000,8.8.8.8,0,30.713,success
2025-06-07 23:24:19.477820000,8.8.8.8,0,53.053,success
2025-06-07 23:24:20.545327000,8.8.8.8,0,29.181,success
2025-06-07 23:24:21.610498000,8.8.8.8,0,25.414,success
2025-06-07 23:24:22.708672000,8.8.8.8,0,54.374,success
2025-06-07 23:24:23.769640000,8.8.8.8,0,26.664,success
2025-06-07 23:24:24.827836000,8.8.8.8,0,23.185,success
2025-06-07 23:24:25.889759000,8.8.8.8,0,24.577,success
2025-06-07 23:24:26.956164000,8.8.8.8,0,29.476,success
2025-06-07 23:24:28.037876000,8.8.8.8,0,41.203,success
2025-06-07 23:24:29.100223000,8.8.8.8,0,25.289,success
2025-06-07 23:24:30.159755000,8.8.8.8,0,23.840,success
2025-06-07 23:24:31.231909000,8.8.8.8,0,34.791,success
2025-06-07 23:24:32.300376000,8.8.8.8,0,28.005,success
2025-06-07 23:24:33.362907000,8.8.8.8,0,26.402,success
2025-06-07 23:24:34.453854000,8.8.8.8,0,50.085,success
2025-06-07 23:24:35.519971000,8.8.8.8,0,25.910,success
2025-06-07 23:24:36.584941000,8.8.8.8,0,25.503,success
2025-06-07 23:24:37.647709000,8.8.8.8,0,28.145,success
2025-06-07 23:24:38.713330000,8.8.8.8,0,28.428,success
2025-06-07 23:24:39.779272000,8.8.8.8,0,29.059,success
2025-06-07 23:24:40.850581000,8.8.8.8,0,31.329,success
2025-06-07 23:24:41.918081000,8.8.8.8,0,25.086,success
2025-06-07 23:24:42.986163000,8.8.8.8,0,34.382,success
2025-06-07 23:24:44.057084000,8.8.8.8,0,34.511,success
2025-06-07 23:24:45.120338000,8.8.8.8,0,25.703,success
2025-06-07 23:24:46.175548000,8.8.8.8,0,26.265,success
2025-06-07 23:24:47.233335000,8.8.8.8,0,23.947,success
2025-06-07 23:24:48.296627000,8.8.8.8,0,26.604,success
2025-06-07 23:24:49.358973000,8.8.8.8,0,27.563,success
2025-06-07 23:24:50.452466000,8.8.8.8,0,56.122,success
2025-06-07 23:24:51.518242000,8.8.8.8,0,24.179,success
2025-06-07 23:24:52.584424000,8.8.8.8,0,25.775,success
2025-06-07 23:24:53.653691000,8.8.8.8,0,29.723,success
2025-06-07 23:24:54.722374000,8.8.8.8,0,27.421,success
2025-06-07 23:24:55.794687000,8.8.8.8,0,32.400,success
2025-06-07 23:24:56.859683000,8.8.8.8,0,25.227,success
2025-06-07 23:24:57.924465000,8.8.8.8,0,26.025,success
2025-06-07 23:24:58.983635000,8.8.8.8,0,23.566,success
2025-06-07 23:25:00.053888000,8.8.8.8,0,35.330,success
2025-06-07 23:25:01.123891000,8.8.8.8,0,27.689,success
2025-06-07 23:25:02.187219000,8.8.8.8,0,26.888,success
2025-06-07 23:25:03.255246000,8.8.8.8,0,31.750,success
2025-06-07 23:25:04.329334000,8.8.8.8,0,35.200,success
2025-06-07 23:25:05.380891000,8.8.8.8,0,25.923,success
2025-06-07 23:25:06.432206000,8.8.8.8,0,24.796,success
2025-06-07 23:25:07.494959000,8.8.8.8,0,26.547,success
2025-06-07 23:25:08.570031000,8.8.8.8,0,35.327,success
2025-06-07 23:25:09.635326000,8.8.8.8,0,23.470,success
2025-06-07 23:25:10.702858000,8.8.8.8,0,26.869,success
2025-06-07 23:25:11.761060000,8.8.8.8,0,22.037,success
2025-06-07 23:25:12.824215000,8.8.8.8,0,30.393,success
2025-06-07 23:25:13.894195000,8.8.8.8,0,35.034,success
2025-06-07 23:25:14.975686000,8.8.8.8,0,43.153,success
2025-06-07 23:25:16.047412000,8.8.8.8,0,36.116,success
2025-06-07 23:25:17.098667000,8.8.8.8,0,24.584,success
2025-06-07 23:25:18.156738000,8.8.8.8,0,29.917,success
2025-06-07 23:25:19.227187000,8.8.8.8,0,31.473,success
2025-06-07 23:25:20.302291000,8.8.8.8,0,32.662,success
2025-06-07 23:25:21.359985000,8.8.8.8,0,27.392,success
2025-06-07 23:25:22.455396000,8.8.8.8,0,62.991,success
2025-06-07 23:25:23.512853000,8.8.8.8,0,27.470,success
2025-06-07 23:25:24.588087000,8.8.8.8,0,28.515,success
2025-06-07 23:25:25.653098000,8.8.8.8,0,30.226,success
2025-06-07 23:25:26.709641000,8.8.8.8,0,29.907,success
2025-06-07 23:25:27.762517000,8.8.8.8,0,21.894,success
2025-06-07 23:25:28.824503000,8.8.8.8,0,30.907,success
2025-06-07 23:25:29.886732000,8.8.8.8,0,31.302,success
2025-06-07 23:25:30.940736000,8.8.8.8,0,26.118,success
2025-06-07 23:25:31.997318000,8.8.8.8,0,25.449,success
2025-06-07 23:25:33.058808000,8.8.8.8,0,25.424,success
2025-06-07 23:25:34.123415000,8.8.8.8,0,30.446,success
2025-06-07 23:25:35.190000000,8.8.8.8,0,30.086,success
2025-06-07 23:25:36.241159000,8.8.8.8,0,23.252,success
2025-06-07 23:25:37.310800000,8.8.8.8,0,33.689,success
2025-06-07 23:25:38.377142000,8.8.8.8,0,28.986,success
2025-06-07 23:25:39.432854000,8.8.8.8,0,28.909,success
2025-06-07 23:25:40.539056000,8.8.8.8,0,72.311,success
2025-06-07 23:25:41.600577000,8.8.8.8,0,29.304,success
2025-06-07 23:25:42.650852000,8.8.8.8,0,24.809,success
2025-06-07 23:25:43.712947000,8.8.8.8,0,31.295,success
2025-06-07 23:25:44.828345000,8.8.8.8,0,90.278,success
2025-06-07 23:25:45.885500000,8.8.8.8,0,25.084,success
2025-06-07 23:25:46.946444000,8.8.8.8,0,25.130,success
2025-06-07 23:25:48.012452000,8.8.8.8,0,26.840,success
2025-06-07 23:25:49.074805000,8.8.8.8,0,26.896,success
2025-06-07 23:25:50.132734000,8.8.8.8,0,25.505,success
2025-06-07 23:25:51.191225000,8.8.8.8,0,25.557,success
2025-06-07 23:25:52.257488000,8.8.8.8,0,29.379,success
2025-06-07 23:25:53.397464000,8.8.8.8,0,99.233,success
2025-06-07 23:25:54.494215000,8.8.8.8,0,58.216,success
2025-06-07 23:25:55.690510000,8.8.8.8,0,160.245,success
2025-06-07 23:25:56.797831000,8.8.8.8,0,71.702,success
2025-06-07 23:25:57.924026000,8.8.8.8,0,91.169,success
2025-06-07 23:25:59.017953000,8.8.8.8,0,53.531,success
2025-06-07 23:26:00.132779000,8.8.8.8,0,76.769,success
2025-06-07 23:26:01.258020000,8.8.8.8,0,90.769,success
2025-06-07 23:26:02.346891000,8.8.8.8,0,57.365,success
2025-06-07 23:26:03.463052000,8.8.8.8,0,80.338,success
2025-06-07 23:26:05.853180000,8.8.8.8,0,1348.498,success
2025-06-07 23:26:07.074047000,8.8.8.8,0,185.526,success
2025-06-07 23:26:08.682545000,8.8.8.8,0,569.438,success
2025-06-07 23:26:10.181824000,8.8.8.8,0,463.291,success
2025-06-07 23:26:11.562977000,8.8.8.8,0,335.798,success
2025-06-07 23:26:12.861789000,8.8.8.8,0,254.107,success
2025-06-07 23:26:13.958125000,8.8.8.8,0,66.769,success
2025-06-07 23:26:15.229795000,8.8.8.8,0,237.834,success
2025-06-07 23:26:16.286741000,8.8.8.8,0,30.500,success
2025-06-07 23:26:17.361018000,8.8.8.8,0,46.600,success
2025-06-07 23:26:18.454235000,8.8.8.8,0,66.563,success
2025-06-07 23:26:19.568543000,8.8.8.8,0,79.435,success
2025-06-07 23:26:20.683242000,8.8.8.8,0,79.685,success
2025-06-07 23:26:21.963294000,8.8.8.8,0,246.297,success
2025-06-07 23:26:23.145400000,8.8.8.8,0,145.901,success
2025-06-07 23:26:24.270822000,8.8.8.8,0,96.723,success
2025-06-07 23:26:25.503018000,8.8.8.8,0,198.330,success
2025-06-07 23:26:26.652009000,8.8.8.8,0,108.144,success
2025-06-07 23:26:27.776687000,8.8.8.8,0,88.239,success
2025-06-07 23:26:28.876178000,8.8.8.8,0,63.090,success
2025-06-07 23:26:29.995833000,8.8.8.8,0,86.367,success
2025-06-07 23:26:31.119389000,8.8.8.8,0,81.289,success
2025-06-07 23:26:32.256535000,8.8.8.8,0,98.692,success
2025-06-07 23:26:33.415216000,8.8.8.8,0,113.020,success
2025-06-07 23:26:34.506744000,8.8.8.8,0,53.712,success
2025-06-07 23:26:35.676790000,8.8.8.8,0,133.389,success
2025-06-07 23:26:36.763288000,8.8.8.8,0,56.190,success
2025-06-07 23:26:37.850871000,8.8.8.8,0,50.104,success
2025-06-07 23:26:38.932675000,8.8.8.8,0,41.683,success
2025-06-07 23:26:40.062218000,8.8.8.8,0,85.906,success
2025-06-07 23:26:41.159144000,8.8.8.8,0,57.042,success
2025-06-07 23:26:42.262352000,8.8.8.8,0,68.989,success
2025-06-07 23:26:43.377438000,8.8.8.8,0,81.509,success
2025-06-07 23:26:44.474068000,8.8.8.8,0,67.697,success
2025-06-07 23:26:45.685682000,8.8.8.8,0,178.314,success
2025-06-07 23:26:46.877844000,8.8.8.8,0,148.189,success
2025-06-07 23:26:48.069375000,8.8.8.8,0,150.491,success
2025-06-07 23:26:49.156551000,8.8.8.8,0,57.517,success
2025-06-07 23:26:50.312013000,8.8.8.8,0,122.299,success
2025-06-07 23:26:51.468345000,8.8.8.8,0,123.333,success
2025-06-07 23:26:52.595036000,8.8.8.8,0,88.296,success
2025-06-07 23:26:53.711655000,8.8.8.8,0,80.063,success
2025-06-07 23:26:54.776131000,8.8.8.8,0,24.293,success
2025-06-07 23:26:55.857392000,8.8.8.8,0,45.126,success
2025-06-07 23:26:56.917183000,8.8.8.8,0,22.503,success
2025-06-07 23:26:57.976745000,8.8.8.8,0,23.566,success
2025-06-07 23:26:59.046814000,8.8.8.8,0,31.919,success
2025-06-07 23:27:00.147606000,8.8.8.8,0,58.543,success
2025-06-07 23:27:01.212850000,8.8.8.8,0,29.001,success
2025-06-07 23:27:02.275874000,8.8.8.8,0,26.998,success
2025-06-07 23:27:03.335753000,8.8.8.8,0,25.358,success
2025-06-07 23:27:04.393645000,8.8.8.8,0,25.536,success
2025-06-07 23:27:05.459434000,8.8.8.8,0,27.579,success
2025-06-07 23:27:06.527813000,8.8.8.8,0,26.254,success
2025-06-07 23:27:07.614053000,8.8.8.8,0,45.908,success
2025-06-07 23:27:08.674104000,8.8.8.8,0,27.814,success
2025-06-07 23:27:09.756006000,8.8.8.8,0,52.208,success
2025-06-07 23:27:10.811293000,8.8.8.8,0,27.129,success
2025-06-07 23:27:11.867271000,8.8.8.8,0,22.403,success
2025-06-07 23:27:12.925240000,8.8.8.8,0,25.454,success
2025-06-07 23:27:13.986256000,8.8.8.8,0,26.064,success
2025-06-07 23:27:15.051829000,8.8.8.8,0,28.710,success
2025-06-07 23:27:16.108439000,8.8.8.8,0,21.103,success
2025-06-07 23:27:17.166788000,8.8.8.8,0,22.540,success
2025-06-07 23:27:18.234102000,8.8.8.8,0,33.690,success
2025-06-07 23:27:19.291448000,8.8.8.8,0,26.510,success
2025-06-07 23:27:20.344744000,8.8.8.8,0,23.851,success
2025-06-07 23:27:21.403273000,8.8.8.8,0,25.333,success
2025-06-07 23:27:22.521160000,8.8.8.8,0,84.538,success
2025-06-07 23:27:23.603733000,8.8.8.8,0,49.191,success
2025-06-07 23:27:24.669508000,8.8.8.8,0,37.175,success
2025-06-07 23:27:25.739834000,8.8.8.8,0,37.613,success
2025-06-07 23:27:26.796460000,8.8.8.8,0,25.797,success
2025-06-07 23:27:27.868010000,8.8.8.8,0,30.652,success
2025-06-07 23:27:28.932218000,8.8.8.8,0,24.822,success
2025-06-07 23:27:29.993941000,8.8.8.8,0,23.025,success
2025-06-07 23:27:31.057038000,8.8.8.8,0,29.176,success
2025-06-07 23:27:32.124953000,8.8.8.8,0,27.456,success
2025-06-07 23:27:33.213142000,8.8.8.8,0,46.359,success
2025-06-07 23:27:34.272003000,8.8.8.8,0,24.294,success
2025-06-07 23:27:35.331410000,8.8.8.8,0,22.752,success
2025-06-07 23:27:36.391526000,8.8.8.8,0,21.347,success
2025-06-07 23:27:37.446214000,8.8.8.8,0,27.178,success
2025-06-07 23:27:38.507977000,8.8.8.8,0,30.588,success
2025-06-07 23:27:39.572043000,8.8.8.8,0,24.514,success
2025-06-07 23:27:40.651066000,8.8.8.8,0,41.274,success
2025-06-07 23:27:41.720070000,8.8.8.8,0,35.104,success
2025-06-07 23:27:42.784641000,8.8.8.8,0,27.597,success
2025-06-07 23:27:43.841084000,8.8.8.8,0,24.864,success
2025-06-07 23:27:44.909564000,8.8.8.8,0,31.248,success
2025-06-07 23:27:45.979471000,8.8.8.8,0,28.965,success
2025-06-07 23:27:47.044347000,8.8.8.8,0,27.797,success
2025-06-07 23:27:48.114003000,8.8.8.8,0,30.172,success
2025-06-07 23:27:49.176317000,8.8.8.8,0,27.434,success
2025-06-07 23:27:50.270698000,8.8.8.8,0,56.681,success
2025-06-07 23:27:51.333879000,8.8.8.8,0,26.056,success
2025-06-07 23:27:52.410313000,8.8.8.8,0,24.062,success
2025-06-07 23:27:53.459299000,8.8.8.8,0,24.791,success
2025-06-07 23:27:54.518113000,8.8.8.8,0,24.549,success
2025-06-07 23:27:55.580090000,8.8.8.8,0,28.119,success
2025-06-07 23:27:56.643791000,8.8.8.8,0,29.237,success
2025-06-07 23:27:57.753754000,8.8.8.8,0,71.733,success
2025-06-07 23:27:58.856775000,8.8.8.8,0,66.943,success
2025-06-07 23:27:59.957605000,8.8.8.8,0,65.351,success
2025-06-07 23:28:01.030196000,8.8.8.8,0,31.948,success
2025-06-07 23:28:02.097346000,8.8.8.8,0,30.724,success
2025-06-07 23:28:03.178487000,8.8.8.8,0,46.646,success
2025-06-07 23:28:04.242199000,8.8.8.8,0,26.370,success
2025-06-07 23:28:05.301563000,8.8.8.8,0,24.499,success
2025-06-07 23:28:06.357310000,8.8.8.8,0,26.165,success
2025-06-07 23:28:07.424151000,8.8.8.8,0,28.439,success
2025-06-07 23:28:08.495358000,8.8.8.8,0,36.393,success
2025-06-07 23:28:09.657033000,8.8.8.8,0,118.361,success
2025-06-07 23:28:10.751442000,8.8.8.8,0,53.216,success
2025-06-07 23:28:11.850129000,8.8.8.8,0,66.938,success
2025-06-07 23:28:12.913915000,8.8.8.8,0,27.048,success
2025-06-07 23:28:13.982613000,8.8.8.8,0,30.224,success
2025-06-07 23:28:15.042960000,8.8.8.8,0,23.864,success
2025-06-07 23:28:16.102851000,8.8.8.8,0,24.521,success
2025-06-07 23:28:17.169193000,8.8.8.8,0,27.036,success
2025-06-07 23:28:18.230394000,8.8.8.8,0,25.180,success
2025-06-07 23:28:19.283100000,8.8.8.8,0,24.080,success
2025-06-07 23:28:20.358172000,8.8.8.8,0,37.334,success
2025-06-07 23:28:21.411114000,8.8.8.8,0,26.920,success
2025-06-07 23:28:22.463827000,8.8.8.8,0,24.227,success
2025-06-07 23:28:23.521370000,8.8.8.8,0,24.602,success
2025-06-07 23:28:24.656661000,8.8.8.8,0,95.722,success
2025-06-07 23:28:25.827227000,8.8.8.8,0,130.768,success
2025-06-07 23:28:26.881639000,8.8.8.8,0,31.186,success
2025-06-07 23:28:27.933180000,8.8.8.8,0,26.872,success
2025-06-07 23:28:28.994966000,8.8.8.8,0,30.886,success
2025-06-07 23:28:30.051186000,8.8.8.8,0,22.962,success
2025-06-07 23:28:31.105186000,8.8.8.8,0,21.853,success
2025-06-07 23:28:32.163272000,8.8.8.8,0,22.140,success
2025-06-07 23:28:33.220950000,8.8.8.8,0,23.146,success
2025-06-07 23:28:34.305315000,8.8.8.8,0,54.131,success
