timestamp,rtt,interface_drops,interface_errors,status
2025-06-07 23:51:09.722416,9.258056847349858,5.0,2.0,success
2025-06-07 23:51:09.822416,10.784885280603074,5.0,2.0,success
2025-06-07 23:51:09.922417,11.067424400676062,5.0,2.0,success
2025-06-07 23:51:10.022418,10.910460533480405,5.0,2.0,success
2025-06-07 23:51:10.122418,10.500277145167713,5.0,2.0,success
2025-06-07 23:51:10.222419,10.131122285170449,5.0,2.0,success
2025-06-07 23:51:10.322420,6.735486640487089,5.0,2.0,success
2025-06-07 23:51:10.422421,8.062179560961702,5.0,2.0,success
2025-06-07 23:51:10.522421,11.821308743985698,5.0,2.0,success
2025-06-07 23:51:10.622422,11.730099534934878,5.0,2.0,success
2025-06-07 23:51:10.722423,10.318292332231554,5.0,2.0,success
2025-06-07 23:51:10.822424,12.259340045381368,5.0,2.0,success
2025-06-07 23:51:10.922424,10.421491574324332,5.0,2.0,success
2025-06-07 23:51:11.022425,9.088430426848188,5.0,2.0,success
2025-06-07 23:51:11.122426,8.616423543207265,6.0,2.0,success
2025-06-07 23:51:11.222426,8.768741385412541,6.0,2.0,success
2025-06-07 23:51:11.322427,11.446807068337957,7.0,2.0,success
2025-06-07 23:51:11.422428,10.790553998402748,7.0,2.0,success
2025-06-07 23:51:11.522429,10.735115992057676,7.0,2.0,success
2025-06-07 23:51:11.622429,11.978026857031988,7.0,2.0,success
2025-06-07 23:51:11.722430,7.695955730200456,7.0,2.0,success
2025-06-07 23:51:11.822431,7.44248868899863,7.0,2.0,success
2025-06-07 23:51:11.922431,9.15381894919019,7.0,2.0,success
2025-06-07 23:51:12.022432,10.153243183830362,7.0,2.0,success
2025-06-07 23:51:12.122433,7.865051450430004,7.0,2.0,success
2025-06-07 23:51:12.222434,10.545836328023892,7.0,2.0,success
2025-06-07 23:51:12.322435,12.202996882957446,7.0,2.0,success
2025-06-07 23:51:12.422435,7.382949857324444,7.0,2.0,success
2025-06-07 23:51:12.522436,7.356090320905425,7.0,2.0,success
2025-06-07 23:51:12.622437,9.821166393850673,7.0,2.0,success
2025-06-07 23:51:12.722437,10.093599352512271,7.0,2.0,success
2025-06-07 23:51:12.822438,6.811490612897456,7.0,2.0,success
2025-06-07 23:51:12.922439,10.619976429234569,7.0,2.0,success
2025-06-07 23:51:13.022440,9.792583755320022,7.0,2.0,success
2025-06-07 23:51:13.122440,7.595834701728843,7.0,2.0,success
2025-06-07 23:51:13.222441,10.468901518893846,8.0,2.0,success
2025-06-07 23:51:13.322442,11.265423747930994,8.0,2.0,success
2025-06-07 23:51:13.422442,11.201125742157474,8.0,2.0,success
2025-06-07 23:51:13.522443,9.105305133988042,8.0,2.0,success
2025-06-07 23:51:13.622444,14.968616443401896,8.0,2.0,success
2025-06-07 23:51:13.722445,11.950340223223778,9.0,2.0,success
2025-06-07 23:51:13.822445,11.657458476555608,10.0,2.0,success
2025-06-07 23:51:13.922446,9.538557992658244,11.0,3.0,success
2025-06-07 23:51:14.022447,8.401679540351658,11.0,3.0,success
2025-06-07 23:51:14.122447,10.157630458435323,11.0,3.0,success
2025-06-07 23:51:14.222448,8.541639617001145,11.0,3.0,success
2025-06-07 23:51:14.322449,9.868858377272183,11.0,3.0,success
2025-06-07 23:51:14.422450,8.09667343737087,11.0,3.0,success
2025-06-07 23:51:14.522450,12.233410239438083,11.0,3.0,success
2025-06-07 23:51:14.622451,6.975155737854779,11.0,3.0,success
2025-06-07 23:51:14.722452,12.89401288427663,12.0,3.0,success
2025-06-07 23:51:14.822452,11.48427193716097,12.0,3.0,success
2025-06-07 23:51:14.922453,11.17298415895072,12.0,3.0,success
2025-06-07 23:51:15.022454,8.956921540183757,12.0,3.0,success
2025-06-07 23:51:15.122454,10.164179424728877,12.0,3.0,success
2025-06-07 23:51:15.222455,8.337052023292715,12.0,3.0,success
2025-06-07 23:51:15.322456,11.023454378347424,12.0,3.0,success
2025-06-07 23:51:15.422457,11.162278788208473,12.0,3.0,success
2025-06-07 23:51:15.522457,12.814414376569065,12.0,3.0,success
2025-06-07 23:51:15.622458,12.355246731219863,13.0,3.0,success
2025-06-07 23:51:15.722459,8.68725817639209,13.0,3.0,success
2025-06-07 23:51:15.822459,11.606311873891238,13.0,3.0,success
2025-06-07 23:51:15.922460,12.935936879592207,13.0,3.0,success
2025-06-07 23:51:16.022461,17.79822883449939,13.0,3.0,success
2025-06-07 23:51:16.122461,12.996490361502662,14.0,3.0,success
2025-06-07 23:51:16.222462,6.8172250269328085,14.0,3.0,success
2025-06-07 23:51:16.322463,9.529818887441383,14.0,3.0,success
2025-06-07 23:51:16.422464,8.298738515317858,14.0,3.0,success
2025-06-07 23:51:16.522464,11.59132104794417,14.0,3.0,success
2025-06-07 23:51:16.622465,11.285032659215858,14.0,3.0,success
2025-06-07 23:51:16.722466,8.465792818401459,15.0,3.0,success
2025-06-07 23:51:16.822466,11.88618750981772,15.0,3.0,success
2025-06-07 23:51:16.922467,9.760495916479947,15.0,3.0,success
2025-06-07 23:51:17.022468,6.861215500564537,15.0,3.0,success
2025-06-07 23:51:17.122468,6.772309202575544,16.0,3.0,success
2025-06-07 23:51:17.222469,10.490132700692907,16.0,3.0,success
2025-06-07 23:51:17.322470,8.07502522584007,16.0,3.0,success
2025-06-07 23:51:17.422471,10.126148858319196,16.0,3.0,success
2025-06-07 23:51:17.522471,9.353319121842766,16.0,3.0,success
2025-06-07 23:51:17.622472,9.269997799176975,16.0,3.0,success
2025-06-07 23:51:17.722473,11.004137527877845,16.0,3.0,success
2025-06-07 23:51:17.822473,9.523290335541757,16.0,3.0,success
2025-06-07 23:51:17.922474,10.893494040043088,16.0,3.0,success
2025-06-07 23:51:18.022475,9.466573615122066,16.0,3.0,success
2025-06-07 23:51:18.122475,13.85559365528324,16.0,3.0,success
2025-06-07 23:51:18.222476,10.182812428168218,16.0,3.0,success
2025-06-07 23:51:18.322477,16.626297209440818,16.0,3.0,success
2025-06-07 23:51:18.422477,9.548846792995612,16.0,3.0,success
2025-06-07 23:51:18.522478,10.82764665328896,16.0,3.0,success
2025-06-07 23:51:18.622479,12.744872598267975,16.0,3.0,success
2025-06-07 23:51:18.722479,10.188716624215148,16.0,3.0,success
2025-06-07 23:51:18.822480,6.902209491708174,16.0,3.0,success
2025-06-07 23:51:18.922480,8.00629682749017,16.0,3.0,success
2025-06-07 23:51:19.022481,7.178164453112535,16.0,3.0,success
2025-06-07 23:51:19.122482,9.99191968949622,16.0,3.0,success
2025-06-07 23:51:19.222483,15.8045354979817,16.0,3.0,success
2025-06-07 23:51:19.322483,8.995191585492236,16.0,3.0,success
2025-06-07 23:51:19.422484,8.080911133482022,16.0,3.0,success
2025-06-07 23:51:19.522484,8.189694581381213,16.0,3.0,success
2025-06-07 23:51:19.622485,10.988355432842175,16.0,3.0,success
2025-06-07 23:51:19.722486,8.466957702369807,16.0,3.0,success
2025-06-07 23:51:19.822486,5.571708343745985,16.0,3.0,success
2025-06-07 23:51:19.922487,22.40793781743553,16.0,3.0,success
2025-06-07 23:51:20.022488,10.24437019925671,17.0,3.0,success
2025-06-07 23:51:20.122488,7.922308311811321,17.0,3.0,success
2025-06-07 23:51:20.222489,8.047291188274318,17.0,3.0,success
2025-06-07 23:51:20.322490,12.033194108116794,17.0,3.0,success
2025-06-07 23:51:20.422490,7.36462520677085,17.0,3.0,success
2025-06-07 23:51:20.522491,18.029425118274112,17.0,3.0,success
2025-06-07 23:51:20.622492,8.94871891519257,17.0,3.0,success
2025-06-07 23:51:20.722492,10.0747800960848,17.0,3.0,success
2025-06-07 23:51:20.822493,7.129750030511625,17.0,3.0,success
2025-06-07 23:51:20.922494,13.226305290895315,17.0,3.0,success
2025-06-07 23:51:21.022494,12.878020845838092,17.0,3.0,success
2025-06-07 23:51:21.122495,7.968793886889721,17.0,3.0,success
2025-06-07 23:51:21.222496,10.38321099312666,17.0,3.0,success
2025-06-07 23:51:21.322496,12.821304694924466,17.0,3.0,success
2025-06-07 23:51:21.422497,13.423219738425818,17.0,3.0,success
2025-06-07 23:51:21.522498,22.270941935989768,17.0,3.0,success
2025-06-07 23:51:21.622498,9.147215736220746,17.0,3.0,success
2025-06-07 23:51:21.722499,10.666407285293394,17.0,3.0,success
2025-06-07 23:51:21.822500,11.584443480736875,17.0,3.0,success
2025-06-07 23:51:21.922500,10.46136679618985,17.0,3.0,success
2025-06-07 23:51:22.022501,10.11258044396182,18.0,3.0,success
2025-06-07 23:51:22.122502,6.849695427824873,18.0,3.0,success
2025-06-07 23:51:22.222502,15.609884075137778,18.0,3.0,success
2025-06-07 23:51:22.322503,11.774737777933897,18.0,3.0,success
2025-06-07 23:51:22.422504,10.65077685548101,18.0,3.0,success
2025-06-07 23:51:22.522504,19.504862029251868,18.0,3.0,success
2025-06-07 23:51:22.622505,11.250082796112041,18.0,3.0,success
2025-06-07 23:51:22.722506,8.815468016007788,18.0,3.0,success
2025-06-07 23:51:22.822506,14.623248806418808,18.0,3.0,success
2025-06-07 23:51:22.922507,18.889642049728046,18.0,3.0,success
2025-06-07 23:51:23.022508,8.107186170987237,19.0,4.0,success
2025-06-07 23:51:23.122508,10.538467658877916,19.0,4.0,success
2025-06-07 23:51:23.222509,9.405741521425,19.0,4.0,success
2025-06-07 23:51:23.322510,7.036096412495381,19.0,4.0,success
2025-06-07 23:51:23.422510,7.7551548865314786,19.0,4.0,success
2025-06-07 23:51:23.522511,11.844037868915798,19.0,4.0,success
2025-06-07 23:51:23.622512,8.970206071405256,19.0,4.0,success
2025-06-07 23:51:23.722512,11.525804577562269,19.0,4.0,success
2025-06-07 23:51:23.822513,8.601102501949885,19.0,4.0,success
2025-06-07 23:51:23.922514,7.998013599443691,19.0,4.0,success
2025-06-07 23:51:24.022514,7.075218523178745,19.0,5.0,success
2025-06-07 23:51:24.122515,20.741678466829356,19.0,5.0,success
2025-06-07 23:51:24.222516,11.942869430064937,19.0,5.0,success
2025-06-07 23:51:24.322516,11.667579911804665,19.0,5.0,success
2025-06-07 23:51:24.422517,9.336776065062589,19.0,5.0,success
2025-06-07 23:51:24.522518,9.41466594984531,19.0,5.0,success
2025-06-07 23:51:24.622518,12.720865360365735,19.0,5.0,success
2025-06-07 23:51:24.722519,9.218173153977686,19.0,5.0,success
2025-06-07 23:51:24.822520,9.091700019096251,19.0,5.0,success
2025-06-07 23:51:24.922520,11.915833758033722,19.0,5.0,success
2025-06-07 23:51:25.022521,8.42207473923917,19.0,5.0,success
2025-06-07 23:51:25.122522,7.685329082708705,19.0,5.0,success
2025-06-07 23:51:25.222522,12.249269664948319,19.0,5.0,success
2025-06-07 23:51:25.322523,8.412149938484236,19.0,5.0,success
2025-06-07 23:51:25.422524,11.02038129519367,19.0,5.0,success
2025-06-07 23:51:25.522524,8.304106594952756,19.0,5.0,success
2025-06-07 23:51:25.622525,9.88418084983441,19.0,5.0,success
2025-06-07 23:51:25.722526,12.11078098726053,19.0,5.0,success
2025-06-07 23:51:25.822526,11.84819664749359,19.0,5.0,success
2025-06-07 23:51:25.922527,10.290363674936263,19.0,5.0,success
2025-06-07 23:51:26.022528,8.509439834693612,19.0,5.0,success
2025-06-07 23:51:26.122528,10.263968100931283,19.0,5.0,success
2025-06-07 23:51:26.222529,7.427675830854409,19.0,5.0,success
2025-06-07 23:51:26.322530,10.176663266563056,19.0,5.0,success
2025-06-07 23:51:26.422530,9.010763994653761,19.0,5.0,success
2025-06-07 23:51:26.522531,9.810618069395405,19.0,5.0,success
2025-06-07 23:51:26.622532,8.783768562094627,19.0,5.0,success
2025-06-07 23:51:26.722532,10.27875148307839,19.0,5.0,success
2025-06-07 23:51:26.822533,8.43613535639162,19.0,5.0,success
2025-06-07 23:51:26.922534,12.163502135359384,19.0,5.0,success
2025-06-07 23:51:27.022534,10.415149335993057,19.0,5.0,success
2025-06-07 23:51:27.122535,10.773931474480918,19.0,5.0,success
2025-06-07 23:51:27.222536,9.082634346494684,19.0,5.0,success
2025-06-07 23:51:27.322536,8.259160587883784,19.0,5.0,success
2025-06-07 23:51:27.422537,11.414259353111973,20.0,6.0,success
2025-06-07 23:51:27.522538,8.864148357633393,20.0,6.0,success
2025-06-07 23:51:27.622538,13.819649569839635,20.0,6.0,success
2025-06-07 23:51:27.722539,9.876156730149468,20.0,6.0,success
2025-06-07 23:51:27.822540,10.729870351710751,20.0,6.0,success
2025-06-07 23:51:27.922541,9.191160123554068,20.0,6.0,success
2025-06-07 23:51:28.022541,10.804940359793964,20.0,6.0,success
2025-06-07 23:51:28.122542,22.81752304992412,0.0,0.0,success
2025-06-07 23:51:28.222543,12.16323295109784,0.0,0.0,success
2025-06-07 23:51:28.322543,13.722828161746103,0.0,0.0,success
2025-06-07 23:51:28.422544,9.382529551736585,0.0,0.0,success
2025-06-07 23:51:28.522545,6.725894617672067,0.0,0.0,success
2025-06-07 23:51:28.622545,12.164534342322161,0.0,0.0,success
2025-06-07 23:51:28.722546,11.547970887280641,0.0,0.0,success
2025-06-07 23:51:28.822547,10.00734140427873,1.0,0.0,success
2025-06-07 23:51:28.922547,9.68293290500879,1.0,0.0,success
2025-06-07 23:51:29.022548,9.249876907908762,1.0,0.0,success
2025-06-07 23:51:29.122548,8.348006089054063,1.0,0.0,success
2025-06-07 23:51:29.222549,8.359335843636806,2.0,0.0,success
2025-06-07 23:51:29.322550,10.971584123560584,2.0,0.0,success
2025-06-07 23:51:29.422550,13.078231705081452,2.0,0.0,success
2025-06-07 23:51:29.522551,12.06323235306402,2.0,0.0,success
2025-06-07 23:51:29.622552,13.850552697677221,2.0,0.0,success
2025-06-07 23:51:29.722552,8.386317324842873,2.0,0.0,success
2025-06-07 23:51:29.822553,9.019893532014425,2.0,0.0,success
2025-06-07 23:51:29.922554,8.170234493914634,2.0,0.0,success
2025-06-07 23:51:30.022554,9.782503968422521,2.0,1.0,success
2025-06-07 23:51:30.122555,15.758227905543379,2.0,1.0,success
2025-06-07 23:51:30.222556,8.815218819198968,2.0,1.0,success
2025-06-07 23:51:30.322557,14.487527327624843,3.0,1.0,success
2025-06-07 23:51:30.422557,8.364962347097855,4.0,1.0,success
2025-06-07 23:51:30.522558,12.4555660704143,4.0,1.0,success
2025-06-07 23:51:30.622559,7.3373688774186805,4.0,1.0,success
2025-06-07 23:51:30.722560,9.175512717370017,4.0,1.0,success
2025-06-07 23:51:30.822560,13.216879300742558,4.0,1.0,success
2025-06-07 23:51:30.922561,8.314336606299728,4.0,1.0,success
2025-06-07 23:51:31.022562,10.37953054559382,5.0,1.0,success
2025-06-07 23:51:31.122562,10.089688064990172,5.0,1.0,success
2025-06-07 23:51:31.222563,9.833209328519482,6.0,1.0,success
2025-06-07 23:51:31.322564,8.575756024850287,6.0,1.0,success
2025-06-07 23:51:31.422565,9.84965168450656,6.0,1.0,success
2025-06-07 23:51:31.522565,18.78049508029208,6.0,1.0,success
2025-06-07 23:51:31.622566,9.712023293555673,6.0,1.0,success
2025-06-07 23:51:31.722567,9.32164958754768,6.0,1.0,success
2025-06-07 23:51:31.822567,27.533503996438387,7.0,1.0,success
2025-06-07 23:51:31.922568,12.6458226166812,7.0,1.0,success
2025-06-07 23:51:32.022569,10.943264386119766,7.0,1.0,success
2025-06-07 23:51:32.122569,11.977983592590977,7.0,1.0,success
2025-06-07 23:51:32.222570,20.380978551046972,7.0,1.0,success
2025-06-07 23:51:32.322571,10.603171752727556,7.0,1.0,success
2025-06-07 23:51:32.422571,10.180667514535529,7.0,1.0,success
2025-06-07 23:51:32.522572,9.25500972161358,7.0,1.0,success
2025-06-07 23:51:32.622573,8.910988203770106,7.0,1.0,success
2025-06-07 23:51:32.722573,11.634001080633524,7.0,1.0,success
2025-06-07 23:51:32.822574,12.11913585591719,7.0,1.0,success
2025-06-07 23:51:32.922575,6.054036577080914,8.0,1.0,success
2025-06-07 23:51:33.022575,7.668543861789869,8.0,1.0,success
2025-06-07 23:51:33.122576,11.805750664980678,8.0,1.0,success
2025-06-07 23:51:33.222577,11.40484162544562,8.0,1.0,success
2025-06-07 23:51:33.322577,9.148026254169896,8.0,1.0,success
2025-06-07 23:51:33.422578,9.37727756885013,9.0,1.0,success
2025-06-07 23:51:33.522579,7.35845030084494,9.0,1.0,success
2025-06-07 23:51:33.622579,11.453501919246738,9.0,1.0,success
2025-06-07 23:51:33.722580,8.494952990926896,9.0,1.0,success
2025-06-07 23:51:33.822581,11.891415788792987,9.0,1.0,success
2025-06-07 23:51:33.922581,10.407408136254181,9.0,1.0,success
2025-06-07 23:51:34.022582,10.791879227695459,9.0,1.0,success
2025-06-07 23:51:34.122583,10.888892648479912,9.0,1.0,success
2025-06-07 23:51:34.222583,10.724191791580823,10.0,1.0,success
2025-06-07 23:51:34.322584,11.150938259752708,10.0,1.0,success
2025-06-07 23:51:34.422585,9.46857432529226,10.0,2.0,success
2025-06-07 23:51:34.522585,13.975382432515257,10.0,2.0,success
2025-06-07 23:51:34.622586,11.93403176602435,10.0,2.0,success
2025-06-07 23:51:34.722587,7.57776381449463,10.0,3.0,success
2025-06-07 23:51:34.822587,9.981392620543803,10.0,3.0,success
2025-06-07 23:51:34.922588,27.43542113617873,10.0,3.0,success
2025-06-07 23:51:35.022589,11.650530313224529,10.0,3.0,success
2025-06-07 23:51:35.122589,10.804614800249945,10.0,3.0,success
2025-06-07 23:51:35.222590,9.798372992819393,10.0,3.0,success
2025-06-07 23:51:35.322591,9.057043984989363,10.0,3.0,success
2025-06-07 23:51:35.422591,9.814299451239888,11.0,3.0,success
2025-06-07 23:51:35.522592,8.624044549503179,11.0,4.0,success
2025-06-07 23:51:35.622593,6.852597327224474,11.0,4.0,success
2025-06-07 23:51:35.722593,11.804435166912523,11.0,4.0,success
2025-06-07 23:51:35.822594,13.376856978787046,11.0,4.0,success
2025-06-07 23:51:35.922595,9.651466810035146,11.0,4.0,success
2025-06-07 23:51:36.022595,9.516253392588421,11.0,4.0,success
2025-06-07 23:51:36.122596,17.112383752221504,11.0,4.0,success
2025-06-07 23:51:36.222597,7.055949503173371,11.0,4.0,success
2025-06-07 23:51:36.322597,11.750044277414156,11.0,4.0,success
2025-06-07 23:51:36.422598,7.147919201009101,11.0,4.0,success
2025-06-07 23:51:36.522599,11.0422437716623,11.0,4.0,success
2025-06-07 23:51:36.622599,8.638889927628531,11.0,4.0,success
2025-06-07 23:51:36.722600,10.64432555316014,11.0,5.0,success
2025-06-07 23:51:36.822601,10.657455007124039,11.0,5.0,success
2025-06-07 23:51:36.922601,6.327932795519006,11.0,5.0,success
2025-06-07 23:51:37.022602,10.707529190307213,11.0,5.0,success
2025-06-07 23:51:37.122603,13.342899885154765,11.0,5.0,success
2025-06-07 23:51:37.222603,14.42878341738222,11.0,5.0,success
2025-06-07 23:51:37.322604,11.441962079310052,11.0,5.0,success
2025-06-07 23:51:37.422605,10.261781243725238,11.0,6.0,success
2025-06-07 23:51:37.522605,7.292786404891649,11.0,6.0,success
2025-06-07 23:51:37.622606,6.0191086885977265,12.0,6.0,success
2025-06-07 23:51:37.722607,9.711202297665617,12.0,6.0,success
2025-06-07 23:51:37.822607,7.088198446570036,12.0,6.0,success
2025-06-07 23:51:37.922608,12.633727273659936,12.0,6.0,success
2025-06-07 23:51:38.022609,12.321358618048722,12.0,6.0,success
2025-06-07 23:51:38.122609,14.442030654930736,12.0,6.0,success
2025-06-07 23:51:38.222610,9.81671843323321,12.0,6.0,success
2025-06-07 23:51:38.322611,12.217015414557391,12.0,6.0,success
2025-06-07 23:51:38.422611,7.090236280116699,12.0,6.0,success
2025-06-07 23:51:38.522612,8.489035386546725,12.0,6.0,success
2025-06-07 23:51:38.622613,8.494100841778009,13.0,6.0,success
2025-06-07 23:51:38.722613,8.54382845871129,13.0,6.0,success
2025-06-07 23:51:38.822615,10.612200630141936,13.0,6.0,success
2025-06-07 23:51:38.922616,10.74173995281809,13.0,6.0,success
2025-06-07 23:51:39.022617,9.767346865737437,14.0,6.0,success
2025-06-07 23:51:39.122617,9.306531397971886,14.0,6.0,success
2025-06-07 23:51:39.222618,9.437991608069837,14.0,6.0,success
2025-06-07 23:51:39.322619,11.83942102665727,14.0,6.0,success
2025-06-07 23:51:39.422619,11.213036503988503,15.0,6.0,success
2025-06-07 23:51:39.522620,8.915850574009822,15.0,6.0,success
2025-06-07 23:51:39.622621,11.552614731212918,15.0,6.0,success
2025-06-07 23:51:39.722621,12.632753854242683,15.0,6.0,success
2025-06-07 23:51:39.822622,12.143917878402117,16.0,6.0,success
2025-06-07 23:51:39.922623,8.58105701046393,16.0,6.0,success
2025-06-07 23:51:40.022623,10.48350137571669,17.0,6.0,success
2025-06-07 23:51:40.122624,10.668996353904404,17.0,6.0,success
2025-06-07 23:51:40.222625,6.2434154002368185,17.0,6.0,success
2025-06-07 23:51:40.322625,8.808846060674721,17.0,6.0,success
2025-06-07 23:51:40.422626,14.374738985539597,17.0,6.0,success
2025-06-07 23:51:40.522627,10.92406640497127,17.0,6.0,success
2025-06-07 23:51:40.622627,11.09892047201688,17.0,6.0,success
2025-06-07 23:51:40.722628,9.98549418182642,17.0,6.0,success
2025-06-07 23:51:40.822629,9.594809163628634,17.0,6.0,success
2025-06-07 23:51:40.922629,7.630789392147418,18.0,6.0,success
2025-06-07 23:51:41.022630,17.06700264610662,18.0,6.0,success
2025-06-07 23:51:41.122631,8.790625662521968,18.0,6.0,success
2025-06-07 23:51:41.222631,8.350244040965316,18.0,6.0,success
2025-06-07 23:51:41.322632,12.325187034771812,18.0,6.0,success
2025-06-07 23:51:41.422633,11.315081726337192,18.0,6.0,success
2025-06-07 23:51:41.522633,11.966950938447539,18.0,6.0,success
2025-06-07 23:51:41.622634,20.887928196301978,18.0,6.0,success
2025-06-07 23:51:41.722635,13.246253002281772,0.0,0.0,success
2025-06-07 23:51:41.822635,8.840386035840652,0.0,0.0,success
2025-06-07 23:51:41.922636,12.955902770307034,0.0,0.0,success
2025-06-07 23:51:42.022637,7.723024412022358,0.0,0.0,success
2025-06-07 23:51:42.122637,5.173891695757959,0.0,0.0,success
2025-06-07 23:51:42.222638,11.502800304927467,0.0,0.0,success
2025-06-07 23:51:42.322639,10.184383081568338,0.0,0.0,success
2025-06-07 23:51:42.422639,24.424228139061633,0.0,0.0,success
2025-06-07 23:51:42.522640,11.237181653298913,0.0,0.0,success
2025-06-07 23:51:42.622641,11.177578555647578,0.0,0.0,success
2025-06-07 23:51:42.722641,13.51694841639242,1.0,0.0,success
2025-06-07 23:51:42.822642,7.271084171834799,1.0,0.0,success
2025-06-07 23:51:42.922643,8.320833414457987,1.0,0.0,success
2025-06-07 23:51:43.022643,9.388380882145345,1.0,0.0,success
2025-06-07 23:51:43.122644,7.94847439782874,1.0,0.0,success
2025-06-07 23:51:43.222645,18.979413935901093,1.0,0.0,success
2025-06-07 23:51:43.322645,15.989712523983673,1.0,0.0,success
2025-06-07 23:51:43.422646,7.29261783453416,1.0,0.0,success
2025-06-07 23:51:43.522646,8.912843665906276,1.0,0.0,success
2025-06-07 23:51:43.622647,13.382765307252804,1.0,0.0,success
2025-06-07 23:51:43.722648,10.36603632527165,1.0,0.0,success
2025-06-07 23:51:43.822649,9.240055195238028,2.0,0.0,success
2025-06-07 23:51:43.922649,12.27972054055207,2.0,0.0,success
2025-06-07 23:51:44.022650,9.474953487089206,2.0,0.0,success
2025-06-07 23:51:44.122650,10.957378738812604,2.0,0.0,success
2025-06-07 23:51:44.222651,11.152872830361396,2.0,0.0,success
2025-06-07 23:51:44.322652,7.214227160216245,2.0,0.0,success
2025-06-07 23:51:44.422653,14.511602247358992,2.0,0.0,success
2025-06-07 23:51:44.522653,10.723488104786934,2.0,0.0,success
2025-06-07 23:51:44.622654,9.604277102490878,2.0,0.0,success
2025-06-07 23:51:44.722655,7.668466968623158,2.0,0.0,success
2025-06-07 23:51:44.822655,12.422618998301054,2.0,0.0,success
2025-06-07 23:51:44.922656,8.697433545329082,2.0,0.0,success
2025-06-07 23:51:45.022657,10.498716291924428,2.0,0.0,success
2025-06-07 23:51:45.122657,11.507944033769316,2.0,0.0,success
2025-06-07 23:51:45.222658,10.167903589760833,2.0,0.0,success
